PUBCHEM_SID	PUBCHEM_CID
144213250	19633
144213251	7220
144213252	8051
144213253	60962
144213254	798
144213255	8916
144213256	7864
144213257	13583
144213258	9880
144213259	12076
144213260	7814
144213261	7274
144213262	998
144213263	8439
144213264	36383
144213265	8142
144213266	8361
144213267	5143
144213268	7855
144213269	2724103
144213270	8103
144213271	8805
144213272	1269845
144213273	2735009
144213274	3347
144213275	54670067
144213276	7290
144213277	6501
144213278	7963
144213279	30360
144213280	7285
144213281	6702
144213282	134601
144213283	985
144213284	31356
144213285	13165
144213286	7064
144213287	4650
144213288	3440
144213289	1483
144213290	24685
144213291	29327
144213292	516871
144213293	5282745
144213294	5479172
144213295	5284441
144213296	7505
144213297	493570
144213298	7048
144213299	10458
144213300	2723789
144213301	16685
144213302	9444
144213303	31242
144213304	5755
144213305	18303
144213306	3090
144213307	10708
144213308	1639
144213309	12101
144213310	67174
144213311	25670
144213312	24842
144213313	2708
144213314	7057995
144213315	676454
144213316	16666
144213317	24633
144213318	7970
144213319	17170
144213320	17004
144213321	13266
144213322	441140
144213323	5327
144213324	1678
144213325	5280531
144213326	40585
144213327	3893
144213328	2266
144213329	10722
144213330	3037
144213331	6436
144213332	7517
144213333	7895
144213334	8715
144213335	7516
144213336	9566064
144213337	5271566
144213338	8371
144213339	5934
144213340	6466
144213341	7903
144213342	71157
144213343	2206
144213344	2724564
144213345	16666
144213346	12958
144213347	7991
144213348	8342
144213349	15615
144213350	8344
144213351	17756
144213352	7789
144213353	4931
144213354	6549
144213355	8663
144213356	7732
144213357	8064
144213358	18617
144213359	6559
144213360	12388
144213361	24744
144213362	444266
144213363	8363
144213364	9395
144213365	13246
144213366	8749
144213367	2724385
144213368	14260
144213369	159055
144213370	66
144213371	10870
144213372	31288
144213373	7451
144213374	9795
144213375	8359
144213376	7729
144213377	8050
144213378	31237
144213379	67172
144213380	24482
144213381	6327349
144213382	1672
144213383	8783
144213384	27756
144213385	16230
144213386	19458
144213387	12573
144213388	811
144213389	12713
144213390	8168
144213391	8419
144213392	7013
144213393	8777
144213394	13728
144213395	92839
144213396	13690
144213397	5280450
144213398	7375
144213399	8362
144213400	31215
144213401	8836
144213402	14899
144213403	9473
144213404	9275
144213405	73674
144213406	9481
144213407	7391
144213408	7958
144213409	864
144213410	7361
144213411	8087
144213412	6537494
144213413	11867
144213414	7582
144213415	12868
144213416	14025
144213417	5320
144213418	8195
144213419	4110039
144213420	23669619
144213421	14286
144213422	7335
144213423	6535
144213424	228987
144213425	8199
144213426	338
144213427	7648
144213428	1318
144213429	12688
144213430	50896
144213431	8111
144213432	8178
144213433	13618
144213434	11089
144213435	6966
144213436	24764
144213437	13624
144213438	15817
144213439	17857
144213440	16402
144213441	7455
144213442	4075
144213443	17162
144213444	62551
144213445	6505
144213446	21531
144213447	638186
144213448	7371
144213449	6777
144213450	62479
144213451	8294
144213452	19395
144213453	77703
144213454	12955
144213455	37123
144213456	31279
144213457	11317
144213458	13450
144213459	12170
144213460	12582
144213461	23665759
144213462	7837
144213463	7154
144213464	73339
144213465	8141
144213466	11807
144213467	41206
144213468	8458
144213469	6616
144213470	7355
144213471	79878
144213472	9740
144213473	7804
144213474	18635
144213475	61057
144213476	15158
144213477	7006
144213478	5281875
144213479	16305
144213480	13578
144213481	19188
144213482	5283349
144213483	7488
144213484	6503
144213485	25644
144213486	24066
144213487	10913
144213488	8042
144213489	31368
144213490	101940
144213491	20686
144213492	8069
144213493	18529
144213494	6547
144213495	6934
144213496	11855
144213497	7092
144213498	7395
144213499	9787
144213500	15630
144213501	19241
144213502	9128
144213503	122499
144213504	7421
144213505	6796
144213506	6978
144213507	12276
144213508	7913
144213509	7956
144213510	7849
144213511	4909
144213512	18689
144213513	15595
144213514	6877
144213515	7150
144213516	7932
144213517	8723
144213518	7390
144213519	7573
144213520	7929
144213521	16684880
144213522	26041
144213523	11123
144213524	23662383
144213525	19499
144213526	15088
144213527	11883
144213528	17049
144213529	8326
144213530	70400
144213531	7924
144213532	6991
144213533	18204
144213534	7486
144213535	3220
144213536	66688
144213537	4610
144213538	7078
144213539	15909
144213540	14868
144213541	8192
144213542	4943
144213543	11729
144213544	7636
144213545	15659
144213546	7489
144213547	8160
144213548	12002
144213549	7222
144213550	10914
144213551	15278
144213552	81530
144213553	15560
144213554	10868
144213555	5340
144213556	13286
144213557	8083
144213558	9217
144213559	111037
144213560	11210
144213561	5368821
144213562	8200
144213563	1004
144213564	1110
144213565	23676704
144213566	8689
144213567	8497
144213568	4445035
144213569	19042
144213570	7211
144213571	5365125
144213572	2355
144213573	6406
144213574	7969
144213575	79103
144213576	12025
144213577	5963
144213578	7394
144213579	517121
144213580	5192
144213581	31269
144213582	16278
144213583	9570093
144213584	8840
144213585	11463
144213586	7900
144213587	26124
144213588	637511
144213589	12463
144213590	2724189
144213591	707035
144213592	77781
144213593	6819
144213594	12389
144213595	7231
144213596	7592
144213597	10129
144213598	13838
144213599	12257
144213600	7104
144213601	1060
144213602	7050
144213603	7954
144213604	7915
144213605	17317
144213606	17719
144213607	16316
144213608	12433
144213609	6946
144213610	7198
144213611	11776
144213612	3485
144213613	8846
144213614	17777
144213615	31344
144213616	11937
144213617	14218
144213618	135
144213619	15294
144213620	8183
144213621	8119
144213622	9993
144213623	1133
144213624	7977
144213625	12736
144213626	7713
144213627	6868
144213628	31243
144213629	16949
144213630	14716
144213631	24639
144213632	2286
144213633	8906
144213634	6732
144213635	7635
144213636	6809
144213637	13522
144213638	5798
144213639	5280934
144213640	8872
144213641	445639
144213642	8404
144213643	31241
144213644	7352
144213645	7993
144213646	7026
144213647	13521
144213648	31244
144213649	10377
144213650	13271
144213651	9076
144213652	7153
144213653	5333
144213654	6672
144213655	7207
144213656	8462
144213657	60196435
144213658	17355
144213659	6184
144213660	142482
144213661	60196436
144213662	795
144213663	971
144213664	20083
144213665	38284
144213666	10068207
144213667	7916
144213668	17318
144213669	59086459
144213670	69861
144213671	22463
144213672	33286
144213673	20352
144213674	6928
144213675	62306
144213676	171144
144213677	15133
144213678	5280863
144213679	7979
144213680	62277
144213681	61040
144213682	8469
144213683	5358159
144213684	17816
144213685	11074431
144213686	87984
144213687	7948
144213688	70837
144213689	9850056
144213690	445154
144213691	60196348
144213692	8559
144213693	22697
144213694	62823
144213695	6054
144213696	12301
144213697	6654
144213698	3420996
144213699	23692768
144213700	5780
144213701	11769095
144213702	5281168
144213703	68589
144213704	82343
144213705	7360
144213706	24434
144213707	16682834
144213708	62630
144213709	20087
144213710	88069
144213711	5362708
144213712	13282
144213713	7972
144213714	8861
144213715	5094
144213716	60196438
144213717	14503
144213718	10345790
144213719	31404
144213720	22311
144213721	10160166
144213722	250948
144213723	12525
144213724	87244
144213725	15286
144213726	3023
144213727	132932
144213728	34306
144213729	2345
144213730	11173
144213731	91511
144213732	32933
144213733	14127
144213734	6440554
144213735	83572
144213736	71485
144213737	23667638
144213738	80779
144213739	8121
144213740	82227
144213741	14642
144213742	69144
144213743	11193251
144213744	9930932
144213745	94377
144213746	524314
144213747	75908
144213748	8816
144213749	31218
144213750	8348
144213751	11982778
144213752	17244
144213753	27461
144213754	86472
144213755	9552079
144213756	7694
144213757	87587
144213758	117549
144213759	9568700
144213760	4343483
144213761	10009
144213762	17163
144213763	10194
144213764	44555481
144213765	61056
144213766	5284366
144213767	65064
144213768	14138
144213769	8205
144213770	10963
144213771	33094
144213772	590836
144213773	37829
144213774	1254
144213775	7985
144213776	67271
144213777	8657
144213778	6548
144213779	19988
144213780	8129
144213781	29354
144213782	5284448
144213783	2757748
144213784	10159191
144213785	5364420
144213786	66743
144213787	3735
144213788	31256
144213789	107882
144213790	16220111
144213791	5987
144213792	108242
144213793	75311
144213794	78170
144213795	24309
144213796	14425
144213797	73852
144213798	90558
144213799	38360
144213800	61282
144213801	65552
144213802	14982
144213803	12056760
144213804	3437714
144213805	2145
144213806	15406
144213807	60196440
144213808	8615
144213809	4616
144213810	162461
144213811	2734171
144213812	180494
144213813	22456
144213814	6269
144213815	7858
144213816	16850
144213817	173058
144213818	5281576
144213819	7269
144213820	62783
144213821	10687
144213822	75576
144213823	520108
144213824	12251
144213825	9884915
144213826	25015677
144213827	31283
144213828	5363269
144213829	22985
144213830	65360
144213831	79414
144213832	15032
144213833	16212880
144213834	27423
144213835	7076
144213836	4132186
144213837	520196
144213838	7610
144213839	26176
144213840	6383
144213841	22833317
144213842	54682536
144213843	517000
144213844	23700188
144213845	23672325
144213846	11660
144213847	23667648
144213848	19602
144213849	74282
144213850	5803
144213851	5319879
144213852	8196
144213853	8588
144213854	83656
144213855	8345
144213856	237332
144213857	32485
144213858	123458
144213859	23668568
144213860	10685477
144213861	9889168
144213862	75454
144213863	637531
144213864	40399
144213865	56069
144213866	74195
144213867	8452
144213868	7298
144213869	70308
144213870	2723885
144213871	8372
144213872	23677963
144213873	2187
144213874	12281
144213875	4766
144213876	26295
144213877	3902
144213878	8285
144213879	30541
144213880	8486
144213881	129491
144213882	66597
144213883	17113
144213884	904857
144213885	86607
144213886	11292
144213887	6619
144213888	14236
144213889	8314
144213890	10287749
144213891	16036578
144213892	5889
144213893	102861
144213894	87250
144213895	12021
144213896	440968
144213897	62655
144213898	10432339
144213899	47649
144213900	7169
144213901	28777
144213902	31100
144213903	31209
144213904	75575
144213905	18938
144213906	60196441
144213907	7469
144213908	31289
144213909	83511
144213910	6437875
144213911	8858
144213912	163934
144213913	81259
144213914	11241
144213915	1549520
144213916	2734161
144213917	11065
144213918	59694
144213919	7811
144213920	8182
144213921	612
144213922	31492
144213923	96132
144213924	74978
144213925	240119
144213926	14493
144213927	38855
144213928	16051930
144213929	5362792
144213930	101010
144213931	5281516
144213932	5365049
144213933	23670838
144213934	35785
144213935	31227
144213936	6436730
144213937	70763
144213938	10958189
144213939	3321360
144213940	641298
144213941	78640
144213942	23679813
144213943	91410
144213944	8571
144213945	36242
144213946	73864
144213947	5753
144213948	68570
144213951	76262
144213960	13109
144213961	91649
144213962	91746
144213963	23668198
144213964	7381
144213965	460
144213966	8765
144213967	1923
144213968	6862
144213969	6625
144213970	8134
144213971	7108
144213972	8814
144213973	7175
144213974	8330
144213975	7243
144213976	15730
144213977	697993
144213978	6492
144213979	32793
144213980	6051
144213981	700
144213982	10693
144213983	8593
144213984	69779
144213985	2265
144213986	11767
144213987	4338370
144213988	3417419
144213989	8095
144213990	969491
144213991	7812
144213992	7475
144213993	7452
144213994	17818
144213995	11761
144213996	5447130
144213997	4984721
144213998	7263
144213999	8041
144214000	16329
144214001	16720
144214002	7594
144214003	12308
144214004	171660
144214005	22704
144214006	213013
144214007	8425
144214008	86233
144214009	4004
144214010	13709
144214011	175967
144214012	23675274
144214013	15008
144214014	11074
144214015	9223
144214016	3712
144214017	11818
144214018	2347
144214019	6010
144214020	10680
144214021	10313
144214022	5959
144214023	6318
144214024	31423
144214025	29249
144214026	5453
144214027	43704
144214028	24812
144214029	10800
144214030	4197
144214031	20525
144214032	2943
144214033	3117
144214034	41428
144214035	11442
144214036	4115
144214037	20393
144214038	41368
144214039	29393
144214040	5564
144214041	1489
144214042	31070
144214043	3289
144214044	74483
144214045	8343
144214046	47898
144214047	5794
144214048	3034285
144214049	6623
170464622	6279
170464623	5459110
170464624	22420
170464625	22475
170464626	3016
170464627	636362
170464628	60198
170464629	9878
170464630	6215
170464631	6010
170464632	5834
170464633	5578
170464634	1054
170464635	5754
170464636	5344
170464637	5329
170464638	12598086
170464639	50108
170464640	2022
170464641	5323714
170464642	5018304
170464643	38852
170464644	44093
170464645	3562
170464646	65492
170464647	131204
170464648	1548887
170464649	3883
170464650	91442
170464651	2756
170464652	441308
170464653	5333
170464654	33741
170464655	5281007
170464656	4992
170464657	37542
170464658	47965
170464659	6604122
170464660	6436
170464661	785
170464662	60855
170464663	5284600
170464664	5625
170464665	4170
170464666	441336
170464667	54746
170464668	457193
170464669	63002
170464670	3749
170464671	5381
170464672	18340
170464673	5717
170464674	60164
170464675	6018
170464676	441130
170464677	5342
170464678	19518
170464679	3779
170464680	27461
170464681	74989
170464682	21138
170464683	6230
170464684	9681
170464685	5745
170464686	6503
170464687	9015
170464688	126941
170464689	4674
170464690	3598
170464691	57469
170464692	1986
170464693	2662
170464694	3108
170464695	16051942
170464696	12947
170464697	92163
170464698	5472
170464699	39186
170464700	123608
170464701	4595
170464702	2801
170464703	1046
170464704	4201
170464705	3715
170464706	5546
170464707	5336
170464708	38911
170464709	71384
170464710	5288783
170464711	9677
170464712	2554
170464713	441207
170464714	2123
170464715	3446
170464716	5359476
170464717	9642
170464718	3339
170464719	22571
170464720	22162
170464721	77990
170464722	3168
170464723	5493381
170464724	7638
170464725	3741
170464726	2767
170464727	460612
170464728	54670067
170464729	3676
170464730	23894
170464731	5362129
170464732	5755
170464733	6540478
170464734	23665410
170464735	2471
170464736	14720269
170464737	35370
170464738	5325
170464739	4509
170464740	21467
170464741	5794
170464742	60871
170464743	5284409
170464744	180559
170464745	2732
170464746	5284627
170464747	62884
170464748	9552079
170464749	51040
170464750	5284556
170464751	17134
170464752	62881
170464753	64927
170464754	5593
170464755	4932
170464756	66007
170464757	62999
170464758	11065
170464759	3011155
170464760	5458213
170464761	5281032
170464762	3385
170464763	171548
170464764	657237
170464765	17275
170464766	5887
170464767	3117
170464768	19004
170464769	4539
170464770	2708
170464771	6420040
170464772	4912
170464773	92727
170464774	3324
170464775	5282494
170464776	68304
170464777	3696
170464778	4011
170464779	60953
170464780	4513
170464781	124087
170464782	3365
170464783	6060
170464784	444254
170464785	1775
170464786	8813
170464787	11057
170464788	10607
170464789	9403
170464790	23706212
170464791	464
170464792	12035
170464793	32731
170464794	164739
170464795	5311067
170464796	60196364
170464797	11957635
170464798	5284607
170464799	2581
170464800	9570076
170464801	8307
170464802	3291
170464803	3054
170464804	14219
170464805	207841
170464806	9351
170464807	2812
170464808	4107
170464809	5324346
170464810	64139
170464811	34312
170464812	5560
170464813	4044
170464814	5746
170464815	5281064
170464816	66063
170464817	54676228
170464818	57363
170464819	110635
170464820	18283
170464821	60754
170464822	5311309
170464823	3899
170464824	74990
170464825	32169
170464826	5362376
170464827	29327
170464828	123631
170464829	3025
170464830	6603108
170464831	6249
170464832	5311066
170464833	6037
170464834	4748
170464835	5995
170464836	107807
170464837	6216
170464838	54704426
170464839	4911
170464840	4075
170464841	3559
170464842	594
170464843	2391
170464844	11545
170464845	5910
170464846	4909
170464847	5865
170464848	4168
170464849	3333
170464850	5281081
170464851	2883
170464852	3955
170464853	2818
170464854	3690
170464855	3516
170464856	1349907
170464857	54677470
170464858	5741
170464859	5281078
170464860	2130
170464861	11333
170464862	23662354
170464863	50599
170464864	16362
170464865	19861
170464866	5775
170464867	3957
170464868	426756
170464869	4463
170464870	68873
170464871	152951
170464872	5311498
170464873	65999
170464874	3356
170464875	60857
170464876	6126
170464877	3325
170464878	7550
170464879	3440
170464880	2578
170464881	9279
170464882	16051918
170464883	3037582
170464884	28417
170464885	51039
170464886	23663959
170464887	27503
170464888	3739
170464889	11953895
170464890	71616
170464891	392622
170464892	4828
170464893	5327
170464894	21630
170464895	2955
170464896	3042
170464897	2082
170464898	2727
170464899	64713
170464900	2803
170464901	47471
170464902	25150753
170464903	5281098
170464904	2520
170464905	936
170464906	4891
170464907	5362118
170464908	2723601
170464909	2477
170464910	83823
170464911	6256
170464912	11548
170464913	53232
170464914	4030
170464915	3308
170464916	4636
170464917	104741
170464918	5284631
170464919	148124
170464920	2157
170464921	3397
170464922	60196354
170464923	2187
170464924	3724
170464925	5073
170464926	68844
170464927	4211
170464928	5070
170464929	6241
170464930	4993
170464931	5282443
170464932	157672
170464933	9270
170464934	104838
170464935	2094
170464936	5564
170464937	5795
170464938	37888454
170464939	5430
170464940	8197
170464941	2435
170464942	681
170464943	10648
170464944	5320
170464945	39147
170464946	5447130
170464947	3114
170464948	4173
170464949	55283
170464950	51634
170464951	2800
170464952	4913
170464953	22576
170464954	60196261
170464955	4725
170464956	3059
170464957	2733
170464958	3658
170464959	31378
170464960	3373
170464961	3454
170464962	3730
170464963	147912
170464964	3488
170464965	657298
170464966	3476
170464967	3950
170464968	5394
170464969	5388962
170464970	4409
170464971	6114
170464972	5831
170464973	5816
170464974	441411
170464975	54580
170464976	5388983
170464977	5388983
170464978	50294
170464979	3672
170464980	6883
170464981	20469
170464982	27447
170464983	5991
170464984	54454
170464985	667490
170464986	7187
170464987	4614
170464988	59708
170464989	2265
170464990	441334
170464991	9885981
170464992	9862176
170464993	26758
170464994	4943
170464995	71172
170464996	9802545
170464997	4055
170464998	3463
170464999	4054
170465000	5280360
170465001	774
170465002	16051987
170465003	5362123
170465004	73957
170465005	3639
170465006	4485
170465007	57004
170465008	5284596
170465009	4585
170465010	4632
170465011	6167
170465012	10531
170465013	150311
170465014	5905
170465015	43032
170465016	56339
170465017	5935
170465018	3393
170465019	2788
170465020	5870
170465021	4493
170465022	71764
170465023	3736
170465024	3878
170465025	3657
170465026	11957593
170465027	9782
170465028	6433334
170465029	60196365
170465030	2728761
170465031	5953
170465032	8549
170465033	13109
170465034	2083
170465035	4583
170465036	60196260
170465037	9794197
170465038	71080
170465039	2244
170465040	4781
170465041	4114
170465042	4236
170465043	448812
170465044	938
170465045	444795
170465046	2723598
170465047	9883259
170465048	30323
170465049	54685925
170465050	36811
170465051	6741
170465052	23666711
170465053	23694214
170465054	9046
170465055	67313
170465056	3735
170465057	564
170465058	23667529
170465059	5359226
170465060	44561
170465061	54384
170465062	33624
170465063	493570
170465064	208898
170465065	122824
170465066	9373
170465067	54840
170465068	4870
170465069	667466
170465070	3784
170465071	5282474
170465072	6135
170465073	44383
170465074	62960
170465075	43815
170465076	9444
170465077	6603149
170465078	54911
170465079	444030
170465080	5452
170465081	4659569
170465082	3647
170465083	3295
170465084	2722
170465085	73303
170465086	5876
170465087	387447
170465088	102426
170465089	3478
170465090	41684
170465091	5591
170465092	60946
170465093	2484
170465094	71399
170465095	72187522
170465096	15232
170465097	54685920
170465098	23681107
170465099	2284
170465100	65329
170465101	6024
170465102	999
170465103	20848883
170465104	9051
170465105	441199
170465106	20933
170465107	4927
170465108	5258
170465109	23663992
170465110	54117
170465111	24244
170465112	441350
170465113	60822
170465114	108173
170465115	14051
170465116	60560
170465117	36339
170465118	197066
170465119	6918132
170465120	175804
170465121	63009
170465122	40127
170465123	5656
170465124	16231
170465125	208908
170465126	451668
170465127	2913
170465128	24066
170465129	60749
170465130	4760
170465131	54889
170465132	68385
170465133	5319
170465134	3001055
170465135	3961
170465136	5503
170465137	60699
170465138	2342
170465139	5095
170465140	37392
170465141	34632
170465142	60196266
170465143	6918493
170465144	9873
170465145	119182
170465146	5002
170465147	4768
170465148	23663400
170465149	64740
170465150	3053
170465151	55245
170465152	23678596
170465153	91274
170465154	6806
170465155	2148
170465156	2315
170465157	8814
170465158	4842
170465159	6662
170465160	3743
170465161	2717
170465162	64764
170465163	119607
170465164	15165
170465165	5284587
170465166	92159
170465167	6307
170465168	5719
170465169	2761171
170465170	441398
170465171	11224
170465172	54360
170465173	4474
170465174	1549008
170465175	406563
170465176	45006154
170465177	16051969
170465178	3331
170465179	2141
170465180	5311
170465181	5282402
170465182	446541
170465183	51082
170465184	4477
170465185	5335
170465186	5978
170465187	12597
170465188	31307
170465189	11954316
170465190	8695
170465191	63047
170465192	52195
170465193	229455
170465194	247839
170465195	444025
170465196	5479
170465197	5282485
170465198	71360
170465199	23625795
170465200	2769
170465201	216326
170465202	129228
170465203	151075
170465204	59227
170465205	54686764
170465206	2724368
170465207	5360515
170465208	11626384
170465209	101526
170465210	169870
170465211	13765
170465212	3033877
170465213	3723
170465214	6461
170465215	4421
170465216	23677829
170465217	5483
170465218	50878597
170465219	6048
170465220	134018
170465221	4197
170465222	60490
170465223	3487
170465224	54685047
170465225	4032
170465226	9556529
170465227	12305037
170465228	5462355
170465229	61100
170465230	23663996
170465231	115366
170465232	2478
170465233	6151
170465234	62935
170465235	23663974
170465236	28620
170465237	5282409
170465238	5505
170465239	35330
170465240	2351
170465241	15459
170465242	5732
170465243	4121
170465244	219024
170465245	104865
170465246	2343
170465247	5790
170465248	130313
170465249	6234
170465250	47812
170465251	25249
170465252	64710
170465253	23704143
170465254	33255
170465255	197883
170465256	60196269
170465257	5565
170465258	9818306
170465259	2145
170465260	5282318
170465261	55329
170465262	68624
170465263	3229
170465264	119570
170465265	66064
170465266	8944
170465267	8691
170465268	4174
170465269	60196296
170465270	67533
170465271	71611
170465272	4078
170465273	8609
170465274	2910
170465275	54676038
170465276	66061
170465277	104769
170465278	6604495
170465279	41781
170465280	3055
170465281	5284594
170465282	5748
170465283	443872
170465284	157313
170465285	62853
170465286	5322
170465287	64722
170465288	123606
170465289	60196290
170465290	148192
170465291	3775
170465292	2444
170465293	27944
170465294	71414
170465295	39764
170465296	23675786
170465297	6005
170465298	15209
170465299	6604557
170465300	6918303
170465301	23681059
170465302	8614
170465303	2720
170465304	145815
170465305	6335412
170465306	23675312
170465307	65477
170465308	82146
170465309	441307
170465310	4641
170465311	4004
170465312	54891
170465313	64647
170465314	84088
170465315	6839
170465316	3182
170465317	77993
170465318	5281069
170465319	60834
170465320	4499
170465321	3341
170465322	4753
170465323	5426
170465324	92151
170465325	66069
170465326	441314
170465327	7027
170465328	3019
170465329	2796
170465330	16051941
170465331	82153
170465332	6432394
170465333	9588170
170465334	5952
170465335	11102
170465336	156418
170465337	443879
170465338	5486830
170465339	5585
170465340	65628
170465341	54900
170465342	60854
170465343	5482
170465344	65495
170465345	37768
170465346	44564
170465347	2754
170465348	2682
170465349	10921
170465350	5883
170465351	64142
170465352	196
170465353	441242
170465354	36273
170465355	38103
170465356	5284443
170465357	6291
170465358	2266
170465359	8567
170465360	23663939
170465361	2723716
170465362	667476
170465363	19675
170465364	3517
170465365	2161
170465366	3702
170465367	3698
170465368	107921
170465369	5328
170465370	60464
170465371	2726
170465372	5282375
170465373	60772
170465374	3386
170465375	3372
170465376	2170
170465377	5358
170465378	3827
170465379	2197
170465380	60196356
170465381	71401
170465382	2345
170465383	8226
170465384	4740
170465385	32798
170465386	8288
170465387	60196280
170465388	6437380
170465389	443943
170465390	3062316
170465391	7699
170465392	60795
170465393	123596
170465394	11289
170465395	62978
170465396	9853654
170465397	56801
170465398	6172
170465399	25181561
170465400	517321
170465401	20055082
170465402	9703
170465403	5281034
170465404	23675320
170465405	5770
170465406	11683
170465407	3366
170465408	8275
170465409	23663976
170465410	3052775
170465411	1989
170465412	5359
170465413	6419921
170465414	2762
170465415	4893
170465416	60758
170465417	77999
170465418	71329
170465419	5487
170465420	1935
170465421	4723
170465422	68589
170465423	60875
170465424	65327
170465425	2733525
170465426	3278
170465427	11693
170465428	5326
170465429	656833
170465430	93055
170465431	443866
170465432	35740
170465433	71277
170465434	176870
170465435	56959
170465436	2576
170465437	5734
170465438	11650
170465439	1990
170465440	16667700
170465441	10158453
170465442	55182
170465443	4594
170465444	86472
170465445	969472
170465446	3121
170465447	60961
170465448	2369
170465449	3825
170465450	5819
170465451	443939
170465452	117965
170465453	146571
170465454	5340
170465455	10209
170465456	26133
170465457	67678
170465458	5977
170465459	2480
170465460	204
170465461	6099
170465462	5054
170465463	2337
170465464	3314
170465465	31202
170465466	11088
170465467	8969
170465468	4101
170465469	16684434
170465470	5282386
170465471	3610
170465472	159278
170465473	8478
170465474	3423265
170465475	3037
170465476	6288
170465477	298107
170465478	8362
170465479	11808
170465480	7456
170465481	7547
170465482	142766
170465483	2758
170465484	2707
170465485	9060
170465486	996
170465487	5429
170465488	17595
170465489	19988
170465490	33919
170465491	16683101
170465492	439524
170465493	904
170465494	10866
170465495	2879
170465496	5147
170465497	159055
170465498	8364
170465499	30541
170465500	8816
170465501	8361
170465502	6674
170465503	2723
170465504	6989
170465505	791
170465506	7151
170465507	8400
170465508	5510
170465509	65326
170465510	2206
170465511	3023
170465512	638034
170465513	5055
170465514	16682935
170465515	2406
170465516	9883104
170465517	23684827
170465518	517304
170465519	6136
170465520	7066
170465521	7211
170465522	24699
170465523	2817
170465524	16682730
170465525	31340
170465526	8221
170465527	5634
170465528	10839
170465529	3036
170465530	4117
170465531	8667
170465532	2950
170465533	21414
170465534	6855
170465535	5370611
170465536	10830
170465537	19188
170465538	7183
170465539	275196
170465540	8569
170465541	892
170465542	14868
170465543	5541
170465544	8907
170465545	5161
170465546	6982
170465547	5146
170465548	6904
170465549	23664290
170465550	9719
170465551	10330781
170465552	227
170465553	72187524
170465554	4754
170465555	7696
170465556	8522
170465557	37907
170465558	8955
170465559	4764
170465560	6436059
170465561	61574
170465562	2562
170465563	16846
170465564	11850
170465565	11850
170465566	6251
170465567	7347
170465568	7619
170465569	3036780
170465570	9552071
170465571	5443
170465572	71188
170465573	11914
170465574	15684
170465575	71386
170465576	65464
170465577	5468
170465578	26447
170465579	155290
170465580	5311217
170465581	91610
170465582	47528
170465583	31072
170465584	7652
170465585	4767
170465586	65632
170465587	157917
170465588	985
170465589	896
170465590	11969781
170465591	108188
170465592	5379
170465593	65057
170465594	3151
170465595	153997
170465596	4184
170465597	151166
170465598	5405
170465599	104850
170465600	124886
170465601	21777
170465602	9568077
170465603	128918
170465604	65906
170465605	72179
170465606	40632
170465607	23581791
170465608	17513
170465609	176167
170465610	71454
170465611	3686
170465612	4495
170465613	60149
170465614	5881
170465615	9577124
170465616	312915
170465617	3081361
170465618	20395
170465619	160796
170465620	127150
170465621	123619
170465622	3599
170465623	56205
170465624	4938
170465625	10113978
170465626	66264
170465627	6433169
170465628	224246
170465629	60196301
170465630	5281
170465631	15432
170465632	8736
170465633	370
170465634	6909
170465635	7389
170465636	54676537
170465637	4567
170465638	610479
170465639	56031
170465640	3728
170465641	6293
170465642	6419941
170465643	4621
170465644	60605
170465645	92839
170465646	10041070
170465647	3334
170465648	114811
170465649	3102
170465650	60196370
170465651	68651
170465652	12629
170465653	5338
170465654	7338
170465655	6021
170465656	7594
170465657	5702161
170465658	8089
170465659	10288
170465660	31264
170465661	4622
170465662	27453
170465663	4235
170465664	5455
170465665	323
170465666	5104
170465667	4506
170465668	18087
170465669	2194
170465670	443101
170465671	31236
170465672	522325
170465673	4684
170465674	10090
170465675	8732
170465676	6434144
170465677	54677971
170465678	7703
170465679	3058754
170465680	1549517
170465681	3360
170465682	9880
170465683	8042
170465684	11104
170465685	6852391
170465686	23697816
170465687	6084
170465688	7184
170465689	7393
170465690	5323
170465691	5280805
170465692	637566
170465693	9985
170465694	6420033
170465695	6129
170465696	60196268
170465697	15443
170465698	3475
170465699	3109
170465700	91670
170465701	6301
170465702	250948
170465703	36324
170465704	6708701
170465705	10219
170465706	656743
170465707	5853
170465708	5324
170465709	7188
170465710	5876571
170465711	7180
170465712	2724411
170465713	864
170465714	5974
170465715	8434
170465716	66826
170465717	261501
170465718	23418
170465719	3259
170465720	216235
170465721	5315
170465722	440936
170465723	8447
170465724	517383
170465725	8425
170465726	1123
170465727	3092
170465728	221071
170465729	3607
170465730	3681
170465731	6420038
170465732	60651
170465733	798
170465734	5388977
170465735	2482
170465736	71777
170465737	72026
170465738	1110
170465739	441140
170465740	644020
170465741	86418
170465742	68310
170465743	39042
170465744	9509
170465745	10126299
170465746	5318432
170465747	6736
170465748	6322
170465749	54680085
170465750	16490
170465751	179651
170465752	12456
170465753	135410
170465754	13713368
170465755	325003
170465756	65948
170465757	5983
170465758	5369881
170465759	6420039
170465760	2312
170465761	967
170465762	83030
170465763	439501
170465764	134669
170465765	8246
170465766	5143
170465767	4831
170465768	5332
170465769	92965
170465770	5531
170465771	2787
170465772	5536
170465773	3091
170465774	4922
170465775	3282
170465776	9324
170465777	6917773
170465778	5359371
170465779	60196308
170465780	27990
170465781	5702285
170465782	19604
170465783	34001
170465784	5284360
170465785	2793
170465786	3627
170465787	2816
